ViewYN,PoolPrivateYN,ListingKey,CloseDate,ClosePrice,Latitude,Longitude,UnparsedAddress,LivingArea,DaysOnMarket,AssociationFeeFrequency,ListingKeyNumeric,MLSAreaMajor,ElementarySchool,AttachedGarageYN,ParkingTotal,SubdivisionName,YearBuilt,StreetNumberNumeric,ListingId,BathroomsTotalInteger,BedroomsTotal,ContractStatusChangeDate,PurchaseContractDate,ListingContractDate,MiddleOrJuniorSchool,FireplaceYN,Stories,HighSchool,MainLevelBedrooms,NewConstructionYN,GarageSpaces,HighSchoolDistrict,PostalCode,AssociationFee,LotSizeSquareFeet,ViewYN_was_missing,PoolPrivateYN_was_missing,AttachedGarageYN_was_missing,YearBuilt_was_missing,StreetNumberNumeric_was_missing,FireplaceYN_was_missing,NewConstructionYN_was_missing,GarageSpaces_was_missing,AssociationFee_was_missing,"Flooring_,",Flooring_B,Flooring_C,Flooring_L,Flooring_R,Flooring_S,Flooring_T,Flooring_U,Flooring_V,Flooring_W,Flooring_a,Flooring_b,Flooring_c,Flooring_d,Flooring_e,Flooring_i,Flooring_k,Flooring_l,Flooring_m,Flooring_n,Flooring_o,Flooring_p,Flooring_r,Flooring_s,Flooring_t,Flooring_w,Flooring_y,"Levels_,",Levels_M,Levels_O,Levels_S,Levels_T,Levels_e,Levels_h,Levels_i,Levels_l,Levels_n,Levels_o,Levels_p,Levels_r,Levels_t,Levels_u,Levels_w,CountyOrParish_Butte,CountyOrParish_Calaveras,CountyOrParish_Clark,CountyOrParish_Colusa,CountyOrParish_Contra Costa,CountyOrParish_El Dorado,CountyOrParish_Fresno,CountyOrParish_Glenn,CountyOrParish_Humboldt,CountyOrParish_Imperial,CountyOrParish_Inyo,CountyOrParish_Kern,CountyOrParish_Kings,CountyOrParish_Lake,CountyOrParish_Lassen,CountyOrParish_Los Angeles,CountyOrParish_Madera,CountyOrParish_Mariposa,CountyOrParish_Mendocino,CountyOrParish_Merced,CountyOrParish_Modoc,CountyOrParish_Monterey,CountyOrParish_Napa,CountyOrParish_Nevada,CountyOrParish_Orange,CountyOrParish_Other,CountyOrParish_Other State,CountyOrParish_Placer,CountyOrParish_Plumas,CountyOrParish_Riverside,CountyOrParish_Sacramento,CountyOrParish_San Benito,CountyOrParish_San Bernardino,CountyOrParish_San Diego,CountyOrParish_San Francisco,CountyOrParish_San Joaquin,CountyOrParish_San Luis Obispo,CountyOrParish_San Mateo,CountyOrParish_Santa Barbara,CountyOrParish_Santa Clara,CountyOrParish_Santa Cruz,CountyOrParish_Shasta,CountyOrParish_Sierra,CountyOrParish_Siskiyou,CountyOrParish_Solano,CountyOrParish_Sonoma,CountyOrParish_Stanislaus,CountyOrParish_Sutter,CountyOrParish_Tehama,CountyOrParish_Tulare,CountyOrParish_Tuolumne,CountyOrParish_Ventura,CountyOrParish_Yolo,CountyOrParish_Yuba,StateOrProvince_CA,StateOrProvince_FL,City_Adelanto,City_Alhambra,City_Aliso Viejo,City_Anaheim,City_Anaheim Hills,City_Apple Valley,City_Arcadia,City_Arroyo Grande,City_Atascadero,City_Atwater,City_Azusa,City_Bakersfield,City_Baldwin Park,City_Banning,City_Barstow,City_Beaumont,City_Bellflower,City_Big Bear City,City_Big Bear Lake,City_Brea,City_Buena Park,City_Burbank,City_Calabasas,City_California City,City_Camarillo,City_Canyon Country,City_Canyon Lake,City_Carlsbad,City_Carson,City_Castaic,City_Cerritos,City_Chatsworth,City_Chico,City_Chino,City_Chino Hills,City_Chula Vista,City_Claremont,City_Clovis,City_Colton,City_Compton,City_Corona,City_Costa Mesa,City_Coto de Caza,City_Covina,City_Crestline,City_Cypress,City_Dana Point,City_Desert Hot Springs,City_Diamond Bar,City_Downey,City_Eastvale,City_El Cajon,City_El Monte,City_Encinitas,City_Encino,City_Escondido,City_Fallbrook,City_Fontana,City_Fountain Valley,City_Fresno,City_Fullerton,City_Garden Grove,City_Gardena,City_Glendale,City_Glendora,City_Granada Hills,City_Grover Beach,City_Hacienda Heights,City_Hawthorne,City_Helendale,City_Hemet,City_Hesperia,City_Highland,City_Huntington Beach,City_Indio,City_Inglewood,City_Irvine,City_Joshua Tree,City_Jurupa Valley,City_Kelseyville,City_La Habra,City_La Mirada,City_La Puente,City_La Quinta,City_La Verne,City_Ladera Ranch,City_Laguna Beach,City_Laguna Hills,City_Laguna Niguel,City_Lake Arrowhead,City_Lake Elsinore,City_Lake Forest,City_Lakewood,City_Lancaster,City_Loma Linda,City_Lompoc,City_Long Beach,City_Los Angeles,City_Los Osos,City_Madera,City_Manhattan Beach,City_Menifee,City_Merced,City_Mission Viejo,City_Monrovia,City_Montclair,City_Montebello,City_Monterey Park,City_Moreno Valley,City_Morro Bay,City_Murrieta,City_Newhall,City_Newport Beach,City_Nipomo,City_Norco,City_North Hills,City_North Hollywood,City_North Tustin,City_Northridge,City_Norwalk,City_Oceanside,City_Ontario,City_Orange,City_Oroville,City_Other,City_Oxnard,City_Pacoima,City_Palm Desert,City_Palm Springs,City_Palmdale,City_Palos Verdes Estates,City_Paradise,City_Pasadena,City_Paso Robles,City_Perris,City_Phelan,City_Pico Rivera,City_Placentia,City_Pomona,City_Porter Ranch,City_Rancho Cucamonga,City_Rancho Mission Viejo,City_Rancho Palos Verdes,City_Rancho Santa Margarita,City_Redlands,City_Redondo Beach,City_Reseda,City_Rialto,City_Riverside,City_Rosamond,City_Rosemead,City_Rowland Heights,City_Running Springs,City_San Bernardino,City_San Clemente,City_San Diego,City_San Dimas,City_San Fernando,City_San Gabriel,City_San Jacinto,City_San Juan Capistrano,City_San Luis Obispo,City_San Marcos,City_San Pedro,City_Santa Ana,City_Santa Maria,City_Saugus,City_Seal Beach,City_Sherman Oaks,City_Simi Valley,City_South Gate,City_Stevenson Ranch,City_Sunland,City_Sylmar,City_Tarzana,City_Tehachapi,City_Temecula,City_Temple City,City_Thousand Oaks,City_Torrance,City_Tujunga,City_Tustin,City_Upland,City_Valencia,City_Van Nuys,City_Ventura,City_Victorville,City_Vista,City_Walnut,City_West Covina,City_West Hills,City_Westminster,City_Whittier,City_Wildomar,City_Winchester,City_Winnetka,City_Woodland Hills,City_Yorba Linda,City_Yucaipa,City_Yucca Valley
0,0,1112594622,2025-05-20,275000.0,33.749559000000005,-116.97583799999998,424 W Latham Avenue,-1.0669286742936936,-0.7728067202410855,0,1112594622,SRCAR - Southwest Riverside County,Unknown,0,2.0,Unknown,1930.0,424.0,NDP2504412,2.0,2.0,2025-05-20,2025-05-10,2025-05-01,Rancho Viejo,0,1.0,Tahquitz,2.0,0,1.0,Hemet Unified,92543,-0.36393308206112124,-0.27138191342207807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112589996,2025-05-29,523000.0,39.766805,-121.807182,2816 Levi Lane,-0.4369224991470448,-0.7728067202410855,0,1112589996,Unknown,Unknown,1,2.0,Unknown,2016.0,2816.0,SN25097509,2.0,3.0,2025-05-29,2025-05-10,2025-05-05,Unknown,1,1.0,Unknown,3.0,0,2.0,Chico Unified,95973,-0.36393308206112124,-0.3407475449538157,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112587323,2025-05-23,1250000.0,33.411932,-117.592232,737 Calle Bahia,-1.0669286742936936,-0.8419350150062888,1,1112587323,SE - San Clemente Southeast,Unknown,1,1.0,President Heights I (PH),1973.0,737.0,LG25098907,2.0,2.0,2025-05-23,2025-05-07,2025-05-05,Unknown,0,2.0,Unknown,0.0,0,1.0,Capistrano Unified,92672,2.358869014375121,-0.48381913743001176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112578511,2025-05-28,1150000.0,34.380852000000004,-118.418595,16233 Placerita Canyon Road,1.2266062029963796,-0.8419350150062888,0,1112578511,PLAC - Placerita Canyon,Unknown,1,3.0,Custom Placerita Canyon (CPLAC),1979.0,16233.0,SR25098999,3.0,4.0,2025-05-28,2025-05-07,2025-05-05,Unknown,1,1.0,Unknown,4.0,0,3.0,William S. Hart Union,91321,-0.36393308206112124,1.8493269293547794,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112572561,2025-05-27,2222000.0,33.817056,-118.331828,2646 W 230th Place,1.216192877787344,-0.79584948516282,0,1112572561,127 - South East Torrance - West,Hickory,1,2.0,Unknown,1960.0,2646.0,SB25098963,4.0,4.0,2025-05-27,2025-05-12,2025-05-04,Madrona,1,2.0,South,2.0,1,2.0,Torrance Unified,90505,-0.36393308206112124,-0.29256590651902664,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112565657,2025-05-20,625000.0,33.929595,-117.928859,304 S Fonda Street,-1.135916953803554,-0.79584948516282,0,1112565657,87 - La Habra,Unknown,0,2.0,other,1950.0,304.0,OC25098830,1.0,3.0,2025-05-20,2025-05-08,2025-05-03,Unknown,1,1.0,Unknown,3.0,0,2.0,Fullerton Joint Union High,90631,-0.36393308206112124,-0.3033570007469835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112560441,2025-05-30,1295000.0,33.992713,-117.858437,1305 Fairlance Drive,0.509388429224058,-0.8188922500845544,0,1112560441,668 - Walnut,Unknown,1,3.0,Unknown,1975.0,1305.0,TR25098715,3.0,4.0,2025-05-30,2025-05-12,2025-05-02,Unknown,1,2.0,Unknown,2.0,0,3.0,Walnut Valley Unified,91789,-0.36393308206112124,-0.149295216363348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,1112558377,2025-05-27,600000.0,33.553385,-117.16861000000002,26006 Chloe Place 38,0.26727861811398224,-0.7728067202410855,1,1112558377,SRCAR - Southwest Riverside County,Unknown,1,2.0,Unknown,2017.0,26006.0,SW25096670,3.0,4.0,2025-05-27,2025-05-08,2025-04-30,Unknown,0,2.0,Vista Murrieta,0.0,0,2.0,Murrieta,92563,0.2799728191231252,-0.44320321081556147,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,1,1112553830,2025-05-30,545000.0,34.153258,-116.070976,72935 Siesta Drive,0.09936374911828448,-0.4962935411802727,0,1112553830,DC724 - Chocolate Drop,Unknown,0,2.0,Unknown,1961.0,72935.0,JT25091116,2.0,4.0,2025-05-30,2025-05-20,2025-04-25,Unknown,1,1.0,29 Palms,4.0,0,2.0,Morongo Unified,92277,-0.36393308206112124,0.21863729532049597,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112553235,2025-05-30,430000.0,33.723048,-117.195988,26569 Jaelene Street,-0.5853123833758009,-0.6806356605541479,4,1112553235,SRCAR - Southwest Riverside County,Unknown,1,2.0,Unknown,1977.0,26569.0,TR25098363,2.0,2.0,2025-05-30,2025-05-12,2025-05-03,Unknown,1,1.0,Unknown,2.0,0,2.0,Riverside Unified,92586,2.1503661511345076,-0.2366990976562092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112550937,2025-05-23,230000.0,34.241661,-116.834578,44361 Silver Pine Road,-1.7411914815787437,-0.4271652464150695,0,1112550937,SGLF - Sugarloaf,Unknown,0,0.0,Unknown,1936.0,44361.0,IG25098355,1.0,1.0,2025-05-23,2025-05-23,2025-05-02,Unknown,1,1.0,Unknown,1.0,0,0.0,Bear Valley Unified,92386,-0.36393308206112124,-0.4519236891768993,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1112547799,2025-05-30,465000.0,34.482714,-117.261861,12730 Rolling Ridge Drive,-0.019087825134494557,-0.6345501307106791,1,1112547799,VIC - Victorville,Unknown,1,2.0,Unknown,1984.0,12730.0,HD25098303,2.0,3.0,2025-05-30,2025-05-14,2025-05-03,Unknown,1,1.0,Unknown,3.0,0,2.0,Victor Valley Unified,92395,0.4884756823637384,-0.2448621025149958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,1112545583,2025-05-27,805000.0,32.641409,-117.017574,757 Duoro Drive,-0.9354604435296203,-0.5654218359454759,0,1112545583,91910 - Chula Vista,Unknown,1,4.0,Unknown,1995.0,757.0,PTP2503213,2.0,3.0,2025-05-27,2025-05-17,2025-05-02,Unknown,1,1.0,Unknown,3.0,0,2.0,Sweetwater Union,91910,-0.36393308206112124,-0.32720890274899894,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
